ID,Sentence
32,"TK5105.F6617
004.6--dc22
www.mhhe.com2007
2006000013
CIPTolnywife,Faezeh,withlove
Behrouz ForouzanPreface XXlX
PART1Overview 1
Chapter 1Introduction 3
Chapter 2Network Models 27
PART2
Chapter 3
Chapter 4
Chapter 5
Chapter 6
Chapter 7
Chapter 8
Chapter 9
PART3
Chapter 10
Chapter 11
Chapter 12
Chapter 13
Chapter 14
Chapter 15
Chapter 16
Chapter 17
Chapter 18Physical LayerandMedia 55
DataandSignals 57
DigitalTransmission 101
AnalogTransmission 141
Bandwidth Utilization: Multiplexing andSpreading 161
Transmission Media 191
Switching 213
UsingTelephone andCableNetworksfor DataTransmission 241
DataLinkLayer265
ErrorDetection andCorrection 267
DataLinkControl 307
Multiple Access 363
WiredLANs:Ethernet 395
Wireless LANs421
Connecting LANs,Backbone Networks, andVirtualLANs445
WirelessWANs:CellularTelephone andSatelliteNetworks 467
SONETISDH 491
Virtual-Circuit Nenvorks: FrameRelayandATM 517
viiviiiBRIEFCONTENTS
PART4
Chapter 19
Chapter 20
Chapter 21
Chapter 22
PARTS
Chapter 23
Chapter 24
PART6
Chapter 25
Chapter 26
Chapter 27
Chapter28
Chapter 29Network Layer547
Netvvork Layer:LogicalAddressing 549
Netvvork Layer:InternetProtocol 579
Netl,vork La.ver:Address Mapping, ErrorReporting,
andMulticasting 611
Network Layer:Delivery, Fonvarding, andRouting 647
Transport Layer 701
Process-to-Process Delivery: UDp,TCP,andSCTP703
Congestion ControlandQualityql'Sen'ice 761
Application Layer795
Domain NameSystem 797
RemoteLogging, Electronic Mail,andFileTransfer 817
WWWandHTTP851
Network Management: SNMP 873
Multimedia 901
PART7Security 929
Chapter 30Cf}1Jtography931
Chapter 31Network Security 961
Chapter 32Securit}' intheInternet: IPSec,SSLlTLS, PCp,VPN,
andFirewalls 995
Appendix AUnicode 1029
Appendix BNumbering Systems 1037
Appendix CMathematical Review 1043
Appendix D8B/6TCode1055
Appendix ETelephone History 1059
Appendix FCo!1tactAddresses 1061
Appendix GRFCs1063
Appendix HUDPandTCPPorts1065
Acron.Vl11s 1067
ClOSSOlY 1071
References 1107
IndexIIIIPreface xxix
PART1Overview 1
Chapter 1Introduction 3
1.1DATACOMMUNICATIONS 3
Components 4
DataRepresentation 5
DataFlow 6
1.2NETWORKS 7
Distributed Processing 7
Network Criteria 7
Physical Structures 8
Network Models 13
Categories ofNetworks 13
Interconnection ofNetworks: Internetwork IS
1.3THEINTERNET 16
ABriefHistory 17
TheInternetToday 17
1.4PROTOCOLS ANDSTANDARDS 19
Protocols 19
Standards 19
Standards Organizations 20
InternetStandards 21
1.5RECOMMENDED READING 21
Books 21
Sites22
RFCs22
1.6KEYTERMS 22
1.7SUMMARY 23
1.8PRACTICE SET24
ReviewQuestions 24
Exercises 24
Research Activities 25
Chapter 2Network Models 27
2.1LAYERED TASKS 27
Sender,Receiver, andCarrier 28
Hierarchy 29
ixxCONTENTS
2.2THEOSIMODEL 29
LayeredArchitecture 30
Peer-to-Peer Processes 30
Encapsulation 33
2.3LAYERS INTHEOSIMODEL 33
Physical Layer33
DataLinkLayer34
Network Layer36
Transport Layer37
SessionLayer39
Presentation Layer39
Application Layer41
Summary ofLayers 42
2.4TCP/IPPROTOCOL SUITE 42
PhysicalandDataLinkLayers 43
Network Layer 43
Transport Layer 44
Application Layer45
2.5ADDRESSING 45
PhysicalAddresses 46
LogicalAddresses 47
PortAddresses 49
SpecificAddresses 50
2.6RECOMMENDED READING 50
Books 51
Sites51
RFCs51
2.7KEYlERMS 51
2.8SUMMARY 52
2.9PRACTICE SET52
ReviewQuestions 52
Exercises 53
Research Activities 54
PART2Physical LayerandMedia 55
Chapter 3DataandSignals 57
3.1ANALOG ANDDIGITAL 57
AnalogandDigitalData57
AnalogandDigitalSignals 58
PeriodicandNonperiodic Signals 58
3.2PERIODIC ANALOG SIGNALS 59
SineWave59
Phase63
Wavelength 64
TimeandFrequency Domains 65
Composite Signals 66
Bandwidth 69
3.3DIGITAL SIGNALS 71
BitRate73
BitLength 73
DigitalSignalasaComposite AnalogSignal74
Transmission ofDigitalSignals 743.4TRANSMISSION IMPAIRMENT 80
Attenuation 81
Distortion 83
Noise84
3.5DATARATELIMITS 85
Noiseless Channel: NyquistBitRate86
NoisyChannel: Shannon Capacity 87
UsingBothLimits 88
3.6PERFORMANCE 89
Bandwidth 89
Throughput 90
Latency(Delay) 90
Bandwidth-Delay Product 92
Jitter94
3.7RECOMMENDED READING 94
Books94
3.8KEYTERMS 94
3.9SUMMARY 95
3.10PRACTICE SET96
ReviewQuestions 96
Exercises 96
Chapter 4DigitalTransmission 101
4.1DIGITAL-TO-DIGITAL CONVERSION 101
LineCoding 101
LineCodingSchemes 106
BlockCoding 115
Scrambling 118
4.2ANALOG-TO-DIGITAL CONVERSION 120
PulseCodeModulation (PCM) 121
DeltaModulation (DM)129
4.3TRANSMISSION MODES 131
ParallelTransmission 131
SerialTransmission 132
4.4RECOMMENDED READING 135
Books135
4.5KEYTERMS 135
4.6SUMMARY 136
4.7PRACTICE SET137
ReviewQuestions 137
Exercises 137
Chapter 5AnalogTranSl1'lission 141
5.1DIGITAL-TO-ANALOG CONVERSION 141
AspectsofDigital-to-Analog Conversion 142
Amplitude ShiftKeying 143
Frequency ShiftKeying 146
PhaseShiftKeying 148
Quadrature Amplitude Modulation 152
5.2ANALOG- TO-ANALOG CONVERSION 152
Amplitude Modulation 153
Frequency Modulation 154
PhaseModulation 155CONTENTS xixiiCONTENTS
5.3RECOMMENDED READING 156
Books156
5.4KEYlERMS 157
5.5SUMMARY 157
5.6PRACTICE SET158
ReviewQuestions 158
Exercises 158
Chapter 6Ba17chridth Utili::.ation: Multiplexing
andSpreading 161
6.1MULTIPLEXING 161
Frequency-Division Multiplexing 162
Wavelength-Division Multiplexing 167
Synchronous Time-Division Multiplexing 169
Statistical Time-Division Multiplexing 179
6.2SPREAD SPECTRUM 180
Frequency Hopping SpreadSpectrum (FHSS) 181
DirectSequence SpreadSpectrum 184
6.3RECOMMENDED READING 185
Books 185
6.4KEYlERMS 185
6.5SUMMARY 186
6.6PRACTICE SET187
ReviewQuestions 187
Exercises 187
Chapter 7Transmission Media 191
7.1GUIDED MEDIA 192
Twisted-Pair Cable193
CoaxialCable195
Fiber-Optic Cable198
7.2UNGUIDED MEDIA: WIRELESS 203
RadioWaves205
Microwaves 206
Infrared 207
7.3RECOMMENDED READING 208
Books208
7.4KEYlERMS 208
7.5SUMMARY 209
7.6PRACTICE SET209
ReviewQuestions 209
Exercises 210
Chapter 8Svvitching 213
8.1CIRCUIT-SWITCHED NETWORKS 214
ThreePhases 217
Efficiency 217
Delay217
Circuit-Switched Technology inTelephone Networks 218
8.2DATAGRAM NETWORKS 218
RoutingTable220CONTENTS xiii
Efficiency 220
Delay221
Datagram Networks intheInternet 221
8.3VIRTUAL-CIRCUIT NETWORKS 221
Addressing 222
ThreePhases 223
Efficiency 226
DelayinVirtual-Circuit Networks 226
Circuit-Switched Technology inWANs227
8.4STRUCTURE OFASWITCH 227
Structure ofCircuitSwitches 227
Structure ofPacketSwitches 232
8.5RECOMMENDED READING 235
Books235
8.6KEYTERMS 235
8.7SUMMARY 236
8.8PRACTICE SET236
ReviewQuestions 236
Exercises 237
Chapter 9UsingTelephone andCableNetworks forData
Transm,ission 241
9.11ELEPHONE NETWORK 241
MajorComponents 241
LATAs 242
Signaling 244
ServicesProvided byTelephone Networks 247
9.2DIAL-UP MODEMS 248
ModemStandards 249
9.3DIGITAL SUBSCRIBER LINE251
ADSL252
ADSLLite254
HDSL255
SDSL255
VDSL255
Summary 255
9.4CABLETVNETWORKS 256
Traditional CableNetworks 256
HybridFiber-Coaxial (HFC)Network 256
9.5CABLETVFORDATATRANSFER 257
Bandwidth 257
Sharing 259
CMandCMTS 259
DataTransmission Schemes: DOCSIS 260
9.6RECOMMENDED READING 261
Books261
9.7KEYTERMS 261
9.8SUMMARY 262
9.9PRACTICE SET263
ReviewQuestions 263
Exercises 264xivCONTENTS
PART3DataLinkLayer265
Chapter10ErrorDetection andCorrection 267
10.1INTRODUCTION 267
TypesofErrors267
Redundancy 269
Detection VersusCorrection 269
ForwardErrorCorrection VersusRetransmission 269
Coding 269
Modular Arithmetic 270
10.2BLOCKCODING 271
ErrorDetection 272
ErrorCorrection 273
Hamming Distance 274
Minimum Hamming Distance 274
10.3LINEAR BLOCKCODES 277
Minimum Distance forLinearBlockCodes278
SomeLinearBlockCodes278
10.4CYCLIC CODES 284
CyclicRedundancy Check284
Hardware Implementation 287
Polynomials 291
CyclicCodeAnalysis 293
Advantages ofCyclic Codes 297
OtherCyclicCodes297
10.5CHECKSUM 298
Idea298
One'sComplement 298
InternetChecksum 299
10.6RECOMMENDED READING 30I
Books301
RFCs301
10.7KEYlERMS 301
10.8SUMMARY 302
10.9PRACTICE SET303
ReviewQuestions 303
Exercises 303
Chapter 11DataLinkControl 307
11.1FRAMING 307
Fixed-Size Framing 308
Variable-Size Framing 308
11.2FLOW AND ERRORCONTROL 311
FlowControl 311
ErrorControl 311
11.3PROTOCOLS 311
11.4NOISELESS CHANNELS 312
Simplest Protocol 312
Stop-and- WaitProtocol 315
11.5NOISYCHANNELS 318
Stop-and-Wait Automatic RepeatRequest 318
Go-Back-N Automatic RepeatRequest 32411.6
11.7
11.8
11.9
11.10
11.11Selective RepeatAutomatic RepeatRequest
Piggybacking 339
HDLC 340
Configurations andTransferModes 340
Frames 341
ControlField343
POINT-TO-POINT PROTOCOL 346
Framing 348
Transition Phases 349
Multiplexing 350
Multilink PPP355
RECOMMENDED READING 357
Books357
KEYTERMS 357
SUMMARY 358
PRACTICE SET359
ReviewQuestions 359
Exercises 359332CONTENTS xv
Chapter 12Multiple Access 363
12.1RANDOMACCESS 364
ALOHA 365
CarrierSenseMultiple Access(CSMA) 370
CarrierSenseMultiple AccesswithCollision Detection (CSMAlCD) 373
CarrierSenseMultiple AccesswithCollision Avoidance (CSMAlCA) 377
12.2CONTROLLED ACCESS 379
Reservation 379
Polling 380
TokenPassing 381
12.3CHANNELIZATION 383
Frequency-Division Multiple Access(FDMA) 383
Time-Division Multiple Access(TDMA) 384
Code-Division Multiple Access(CDMA) 385
12.4RECOMMENDED READING 390
Books391
12.5KEYTERMS 391
12.6SUMMARY 391
12.7PRACTICE SET392
ReviewQuestions 392
Exercises 393
Research Activities 394
Chapter 13WiredLANs:Ethernet 395
13.1IEEESTANDARDS 395
DataLinkLayer396
Physical Layer397
13.2STANDARD ETHERNET 397
MACSublayer 398
Physical Layer402
13.3CHANGES INTHESTANDARD 406
BridgedEthernet 406
Switched Ethernet 407
Full-Duplex Ethernet 408xviCONTENTS
13.4FASTETHERNET 409
MACSublayer409
PhysicalLayer410
13.5GIGABIT ETHERNET 412
MACSublayer 412
PhysicalLayer414
Ten-Gigabit Ethernet 416
13.6RECOMMENDED READING 417
Books417
13.7KEYTERMS 417
13.8SUMMARY 417
13.9PRACTICE SET418
ReviewQuestions 418
Exercises 419
Chapter 14Wireless LANs421
14.1IEEE802.11 421
Architecture 421
MACSublayer 423
Addressing Mechanism 428
PhysicalLayer432
14.2BLUETOOTH 434
Architecture 435
Bluetooth Layers 436
RadioLayer436
Baseband Layer437
L2CAP 440
OtherUpperLayers 441
14.3RECOMMENDED READING 44I
Books442
14.4KEYTERMS 442
14.5SUMMARY 442
14.6PRACTICE SET443
ReviewQuestions 443
Exercises 443
Chapter 15Connecting LANs,Backbone Networks,
andVirtuaLLANs445
15.1CONNECTING DEVICES 445
PassiveHubs446
Repeaters 446
ActiveHubs447
Bridges 447
Two-Layer Switches 454
Routers 455
Three-Layer Switches 455
Gateway 455
15.2BACKBONE NETWORKS 456
BusBackbone 456
StarBackbone 457
Connecting RemoteLANs45715.3VIRTUAL LANs 458
Membership 461
Configuration 461
Communication Between Switches 462
IEEE Standard 462
Advantages 463
15.4RECOMMENDED READING 463
Books463
Site463
15.5KEYTERMS 463
15.6SUMMARY 464
15.7PRACTICE SET464
ReviewQuestions 464
Exercises 465CONTENTS xvii
Chapter 16WirelessWANs:Cellular Telephone and
SatelliteNetworks 467
16.1CELLULAR TELEPHONY 467
Frequency-Reuse Principle 467
Transmitting 468
Receiving 469
Roaming 469
FirstGeneration 469
SecondGeneration 470
ThirdGeneration 477
16.2SATELLITE NETWORKS 478
Orbits479
Footprint 480
ThreeCategories ofSatellites 480
GEOSatellites 481
MEOSatellites 481
LEOSatellites 484
16.3RECOMMENDED READING 487
Books487
16.4KEYTERMS 487
16.5SUMMARY 487
16.6PRACTICE SET488
ReviewQuestions 488
Exercises 488
Chapter 17SONETISDH 491
17.1ARCHITECTURE 491
Signals 491
SONETDevices 492
Connections 493
17.2SONETLAYERS 494
PathLayer494
LineLayer495
SectionLayer495
Photonic Layer495
Device-Layer Relationships 495xviii CONTENTS
17.3SONETFRAMES 496
Frame,Byte,andBitTransmission 496
STS-lFrameFormat 497
Overhead Summary 501
Encapsulation 501
17.4STSMULTIPLEXING 503
ByteInterleaving 504
Concatenated Signal 505
AddlDrop Multiplexer 506
17.5SONETNETWORKS 507
LinearNetworks 507
RingNetworks 509
MeshNetworks 510
17.6VIRTUAL TRIBUTARIES 512
TypesofVTs 512
17.7RECOMMENDED READING 513
Books 513
17.8KEYlERMS 513
17.9SUMMARY 514
17.10PRACTICE SET514
ReviewQuestions 514
Exercises 515
Chapter 18Virtual-Circuit Networks: FrameRelm'andATM517
18.1FRAMERELAY 517
Architecture 518
FrameRelayLayers 519
Extended Address 521
FRADs 522
VOFR 522
LMI522
Congestion ControlandQualityofService 522
18.2ATM523
DesignGoals523
Problems 523
Architecture 526
Switching 529
ATMLayers 529
Congestion ControlandQualityofService 535
18.3ATMLANs536
ATMLANArchitecture 536
LANEmulation (LANE) 538
Client/Server Model 539
MixedArchitecture withClient/Server 540
18.4RECOMMENDED READING 540
Books 541
18.5KEYlERMS 541
18.6SUMMARY 541
18.7PRACTICE SET543
ReviewQuestions 543
Exercises 543CONTENTS xix
PART4Network Layer547
Chapter 19Netvl/ark Layer:LogicalAddressing 549
19.1IPv4ADDRESSES 549
AddressSpace550
Notations 550
ClassfulAddressing 552
Classless Addressing 555
Network AddressTranslation (NAT)563
19.2IPv6ADDRESSES 566
Structure 567
AddressSpace568
19.3RECOMMENDED READING 572
Books572
Sites572
RFCs572
19.4KEYTERMS 572
19.5SUMMARY 573
19.6PRACTICE SET574
ReviewQuestions 574
Exercises 574
Research Activities 577
Chapter20Network Layer:InternetProtocol 579
20.1INTERNETWORKING 579
NeedforNetwork Layer579
InternetasaDatagram Network 581
InternetasaConnectionless Network 582
20.2IPv4582
Datagram 583
Fragmentation 589
Checksum 594
Options 594
20.3IPv6596
Advantages 597
PacketFormat 597
Extension Headers 602
20.4TRANSITION FROMIPv4TOIPv6603
DualStack604
Tunneling 604
HeaderTranslation 605
20.5RECOMMENDED READING 605
Books606
Sites606
RFCs606
20.6KEYTERMS 606
20.7SUMMARY 607
20.8PRACTICE SET607
ReviewQuestions 607
Exercises 608
Research Activities 609xxCONTENTS
Chapter 21Network Layer:AddressMapping, ErrorReporting,
andMulticasting 611
21.1ADDRESS MAPPING 611
Mapping LogicaltoPhysicalAddress: ARP612
Mapping PhysicaltoLogicalAddress: RARp,BOOTP,andDHCP618
21.2ICMP621
TypesofMessages 621
Message Format 621
ErrorReporting 622
Query625
Debugging Tools627
21.3IGMP630
GroupManagement 630
IGMPMessages 631
Message Format 631
IGMPOperation 632
Encapsulation 635
NetstatUtility637
21.4ICMPv6 638
ErrorReporting 638
Query639
21.5RECOMMENDED READING 640
Books641
Site641
RFCs641
21.6KEYTERMS 641
21.7SUMMARY 642
21.8PRACTICE SET643
ReviewQuestions 643
Exercises 644
Research Activities 645
Chapter 22Network Layer:Delivery, Forwarding,
andRouting 647
22.1DELIVERY 647
DirectVersusIndirectDelivery 647
22.2FORWARDING 648
Forwarding Techniques 648
Forwarding Process 650
RoutingTable655
22.3UNICAST ROUTING PROTOCOLS 658
Optimization 658
Intra-andInterdomain Routing 659
Distance VectorRouting 660
LinkStateRouting 666
PathVectorRouting 674
22.4MULTICAST ROUTING PROTOCOLS 678
Unicast,Multicast, andBroadcast 678
Applications 681
Multicast Routing 682
RoutingProtocols 684CONTENTS xxi
22.5RECOMMENDED READING 694
Books694
Sites694
RFCs694
22.6KEYlERMS 694
22.7SUMMARY 695
22.8PRACTICE SET697
ReviewQuestions 697
Exercises 697
Research Activities 699
PART5Transport Layer 701
Chapter 23Process-fa-Process Delivery: UDp,TCp,
andSeTP703
23.1PROCESS-TO-PROCESS DELIVERY 703
Client/Server Paradigm 704
Multiplexing andDemultiplexing 707
Connectionless VersusConnection-Oriented Service 707
ReliableVersusUnreliable 708
ThreeProtocols 708
23.2USERDATAGRAM PROTOCOL (UDP)709
Well-KnownPortsforUDP709
UserDatagram 710
Checksum 711
UDPOperation 713
UseofUDP 715
23.3TCP715
TCPServices 715
TCPFeatures 719
Segment 721
ATCPConnection 723
FlowControl 728
ErrorControl 731
Congestion Control 735
23.4SCTP736
SCTPServices 736
SCTPFeatures 738
PacketFormat 742
AnSCTPAssociation 743
FlowControl 748
ErrorControl 751
Congestion Control 753
23.5RECOMMENDED READING 753
Books753
Sites753
RFCs753
23.6KEYlERMS 754
23.7SUMMARY 754
23.8PRACTICE SET756
ReviewQuestions 756
Exercises 757
Research Activities 759xxiiCONTENTS
Chapter 24Congestion ControlandQuality (~j'Service 767
24.1DATAlRAFFIC 761
TrafficDescriptor 76]
TrafficProfiles 762
24.2CONGESTION 763
Network Performance 764
24.3CONGESTION CONTROL 765
Open-Loop Congestion Control 766
Closed-Loop Congestion Control 767
24.4lWOEXAMPLES 768
Congestion ControlinTCP769
Congestion ControlinFrameRelay773
24.5QUALITY OFSERVICE 775
FlowCharacteristics 775
FlowClasses 776
24.6TECHNIQUES TOIMPROVE QoS776
Scheduling 776
TrafficShaping 777
Resource Reservation 780
Admission Control 780
24.7INTEGRATED SERVICES 780
Signaling 781
FlowSpecification 781
Admission 781
ServiceClasses 781
RSVP782
Problems withIntegrated Services 784
24.8DIFFERENTIATED SERVICES 785
DSField785
24.9QoSINSWITCHED NETWORKS 786
QoSinFrameRelay787
QoSinATM 789
24.10RECOMMENDED READING 790
Books 791
24.11KEYTERMS 791
24.12SUMMARY 791
24.13PRACTICE SET792
ReviewQuestions 792
Exercises 793
PART6Application Layer795
Chapter 25DO/nain NameSvstem 797
25.1NAMESPACE 798
FlatNameSpace798
Hierarchical NameSpace798
25.2DOMAIN NAMESPACE 799
Label799
DomainNarne799
Domain 80125.3
25.4
25.5
25.6
25.7
25.8
25.9
25.10
25.11
25.12
25.13
25.14DISTRIBUTION OFNAMESPACE 801
Hierarchy ofNameServers 802
Zone802
RootServer803
PrimaryandSecondary Servers 803
DNSINTHEINTERNET 803
GenericDomains 804
CountryDomains 805
InverseDomain 805
RESOLUTION 806
Resolver 806
Mapping NamestoAddresses 807
Mapping AddresstoNames 807
Recursive Resolution 808
IterativeResolution 808
Caching 808
DNSMESSAGES 809
Header 809
TYPESOFRECORDS 811
Question Record 811
Resource Record 811
REGISTRARS 811
DYNAMIC DOMAIN NAMESYSTEM (DDNS)
ENCAPSULATION 812
RECOMMENDED READING 812
Books 813
Sites813
RFCs813
KEYTERMS 813
SUMMARY 813
PRACTICE SET814
ReviewQuestions 814
Exercises 815812CONTENTS xxiii
Chapter 26RemoteLogging, Electronic Mail,andFileTransfer 817
26.1REMOTE LOGGING 817
TELNET 817
26.2ELECTRONIC MAIL824
Architecture 824
UserAgent828
Message TransferAgent:SMTP834
Message AccessAgent:POPandIMAP837
Web-Based Mail839
26.3FILETRANSFER 840
FileTransferProtocol (FTP)840
Anonymous FTP844
26.4RECOMMENDED READING 845
Books845
Sites845
RFCs845
26.5KEYlERMS 845
26.6SUMMARY 846xxiv CONTENTS
26.7PRACTICE SET847
ReviewQuestions 847
Exercises 848
Research Activities 848
Chapter 27WWWandHTTP851
27.1ARCHITECTURE 851
Client(Browser) 852
Server 852
Uniform Resource Locator 853
Cookies 853
27.2WEBDOCUMENTS 854
StaticDocuments 855
Dynamic Documents 857
ActiveDocuments 860
27.3HTTP861
HTTPTransaction 861
Persistent VersusNonpersistent Connection 868
ProxyServer 868
27.4RECOMMENDED READING 869
Books 869
Sites869
RFCs869
27.5KEY1ERMS 869
27.6SUMMARY 870
27.7PRACTICE SET871
ReviewQuestions 871
Exercises 871
Chapter 28Network Management: SNMP 873
28.1NETWORK MANAGEMENT SYSTEM 873
Configuration Management 874
FaultManagement 875
Performance Management 876
SecurityManagement 876
Accounting Management 877
28.2SIMPLE NETWORK MANAGEMENT PROTOCOL (SNMP) 877
Concept 877
Management Components 878
Structure ofManagement Information 881
Management Information Base(MIB)886
Lexicographic Ordering 889
SNMP 891
Messages 893
UDPPorts895
Security 897
28.3RECOMMENDED READING 897
Books 897
Sites897
RFCs897
28.4KEY1ERMS 897
28.5SUMMARY 89828.6PRACTICE SET899
ReviewQuestions 899
Exercises 899
Chapter 29Multimedia 901
29.1DIGITIZING AUDIOANDVIDEO 902
Digitizing Audio902
Digitizing Video902
29.2AUDIOANDVIDEOCOMPRESSION 903
AudioCompression 903
VideoCompression 904
29.3STREAMING STORED AUDIO/VIDEO 908
FirstApproach: UsingaWebServer909
SecondApproach: UsingaWebServerwithMetafile 909
ThirdApproach: UsingaMediaServer910
FourthApproach: UsingaMediaServerandRTSP911
29.4STREAMING LIVEAUDIOIVIDEO 912
29.5REAL-TIME INTERACTIVE AUDIOIVIDEO 912
Characteristics 912
29.6RTP916
RTPPacketFormat 917
UDPPort 919
29.7RTCP919
SenderReport 919
Receiver Report 920
SourceDescription Message 920
ByeMessage 920
Application-Specific Message 920
UDPPort920
29.8VOICEOVERIP920
SIP920
H.323923
29.9RECOMMENDED READING 925
Books 925
Sites925
29.10KEY1ERMS 925
29.11SUMMARY 926
29.12PRACTICE SET927
ReviewQuestions 927
Exercises 927
Research Activities 928
PART7Security 929
Chapter 30Cryptography 931
30.1INTRODUCTION 931
Definitions 931
TwoCategories 932
30.2SYMMETRIC-KEY CRYPTOGRAPHY 935
Traditional Ciphers 935
SimpleModemCiphers 938CONTENTS xxvxxvi CONTENTS
ModernRoundCiphers 940
ModeofOperation 945
30.3ASYMMETRIC-KEY CRYPTOGRAPHY 949
RSA 949
Diffie-Hellman 952
30.4RECOMMENDED READING 956
Books956
30.5KEYTERMS 956
30.6SUMMARY 957
30.7PRACTICE SET958
ReviewQuestions 958
Exercises 959
Research Activities 960
Chapter 31Network Security 961
31.1SECURITY SERVICES 961
Message Confidentiality 962
Message Integrity 962
Message Authentication 962
Message Nonrepudiation 962
EntityAuthentication 962
31.2MESSAGE CONFIDENTIALITY 962
Confidentiality withSymmetric-Key Cryptography 963
Confidentiality withAsymmetric-Key Cryptography 963
31.3MESSAGE INTEGRITY 964
Document andFingerprint 965
Message andMessage Digest965
Difference 965
Creating andChecking theDigest966
HashFunction Criteria 966
HashAlgorithms: SHA-1 967
31.4MESSAGE AUTHENTICATION 969
MAC969
31.5DIGITAL SIGNATURE 971
Comparison 97I
NeedforKeys972
Process 973
Services 974
Signature Schemes 976
31.6ENTITY AUTHENTICATION 976
Passwords 976
Challenge-Response 978
31.7KEYMANAGEMENT 981
Symmetric-Key Distribution 981
Public-Key Distribution 986
31.8RECOMMENDED READING 990
Books990
31.9KEYTERMS 990
31.10SUMMARY 991
31.11PRACTICE SET992
ReviewQuestions 992
Exercises 993
Research Activities 994CONTENTS xxvii
Chapter 32Security intheInternet: IPSec,SSUFLS, PGP,VPN,
andFirewalls 995
32.1IPSecurity (lPSec) 996
TwoModes 996
TwoSecurityProtocols 998
SecurityAssociation 1002
InternetKeyExchange (IKE) 1004
VirtualPrivateNetwork 1004
32.2SSLffLS 1008
SSLServices 1008
SecurityParameters 1009
Sessions andConnections 1011
FourProtocols 1012
Transport LayerSecurity 1013
32.3PGP1014
SecurityParameters 1015
Services 1015
AScenario 1016
PGPAlgorithms 1017
KeyRings1018
PGPCertificates 1019
32.4FIREWALLS 1021
Packet-Filter Firewall 1022
ProxyFirewall 1023
32.5RECOMMENDED READING 1024
Books1024
32.6KEYlERMS 1024
32.7SUMMARY 1025
32.8PRACTICE SET1026
ReviewQuestions 1026
Exercises 1026
Appendix AUnicode 1029
A.lUNICODE 1029
Planes 1030
BasicMultilingual Plane(BMP) 1030
SupplementaryMultilingual Plane (SMP) 1032
Supplementary Ideographic Plane(SIP)1032
Supplementary SpecialPlane(SSP)1032
PrivateUsePlanes(PUPs) 1032
A.2ASCII1032
SomeProperties ofASCII 1036
Appendix BNumbering Systems 1037
B.lBASE10:DECIMAL 1037
Weights 1038
B.2BASE2:BINARY 1038
Weights 1038
Conversion 1038xxviii CONTENTS
B.3BASE16:HEXADECIMAL 1039
Weights 1039
Conversion 1039
AComparison 1040
BABASE256:IPADDRESSES 1040
Weights 1040
Conversion 1040
B.5OTHERCONVERSIONS 1041
BinaryandHexadecimal 1041
Base256andBinary 1042
Appendix CMathenwtical Revietv 1043
C.1TRIGONOMETRIC FUNCTIONS 1043
SineWave1043
CosineWave1045
OtherTrigonometric Functions 1046
Trigonometric Identities 1046
C.2FOURIER ANALYSIS 1046
FourierSeries1046
FourierTransform 1048
C.3EXPONENT ANDLOGARITHM 1050
Exponential Function 1050
Logarithmic Function 1051
Appendix 08B/6TCode1055
Appendix ETelephone History 1059
Before19841059
Between 1984and19961059
After1996 1059
Appendix FContactAddresses 1061
Appendix GRFCs1063
Appendix HUDPandTCPPorts1065
Acronyms 1067
Glossary 1071
References 1107
Index1111Datacommunications andnetworking maybethefastestgrowing technologies inour
culturetoday.Oneoftheramifications ofthatgrowthisadramatic increaseinthenumber
ofprofessions whereanunderstanding ofthesetechnologies isessential forsuccess­
andaproportionate increaseinthenumberandtypesofstudentstakingcoursestolearn
aboutthem."
33,"Features oftheBook
Severalfeaturesofthistextaredesigned tomakeitparticularly easyforstudents to
understand datacommunications andnetworking."
34,"Structure
Wehaveusedthefive-layer Internetmodelastheframework forthetextnotonlybecause
athorough understanding ofthemodelisessential tounderstanding mostcurrentnetwork­
ingtheorybutalsobecauseitisbasedonastructure ofinterdependencies: Eachlayer
buildsuponthelayerbeneathitandsupportsthelayeraboveit.Inthesameway,eachcon­
ceptintroduced inourtextbuildsupontheconcepts examined intheprevioussections.The
Internetmodelwaschosenbecauseitisaprotocolthatisfullyimplemented."
35,"Thistextisdesigned forstudentswithlittleornobackground intelecommunica­
tionsordatacommunications."
36,"Forthisreason,weuseabottom-up approach."
37,"Withthis
approach, studentslearnfirstaboutdatacommunications (lowerlayers)beforelearning
aboutnetworking (upperlayers)."
38,"VisualApproach
Thebookpresentshighlytechnical subjectmatterwithoutcomplex formulas byusinga
balanceoftextandfigures.Morethan700figuresaccompanying thetextprovidea
visualandintuitiveopportunity forunderstanding thematerial."
39,"Figuresareparticularly
important inexplaining networking concepts, whicharebasedonconnections and
transmission."
40,Bothoftheseideasareeasytograspvisually.
41,"Highlighted Points
Weemphasize important concepts inhighlighted boxesforquickreference andimme­
diateattention."
42,"xxixxxxPREFACE
Examples andApplications
Whenappropriate, wehaveselectedexamples toreflecttrue-to-life situations."
43,"Forexam­
ple,inChapter6wehaveshownseveralcasesoftelecommunications incurrenttelephone
networks."
44,"Recommended Reading
Eachchapterincludes alistofbooksandsitesthatcanbeusedforfurtherreading."
45,"KeyTerms
Eachchapterincludesalistofkeytermsforthestudent."
46,"Summary
Eachchapterendswithasummary ofthematerial coveredinthatchapter.Thesum­
maryprovides abriefoverview ofalltheimportant pointsinthechapter."
